genome	mge_genome_position	IS_Tn	Integron	Phage	Phage_like	Conjugative_element	Mobility_island	mge_length	phage_genes	conjugation_genes	recombinase
562.SAMN04420123	562.SAMN04420123.LRKB01000085:47-14975	2	0	0	0	0	1	14928	0	0	rve_3,DDE_Tnp_IS1,Int_SXT
28901.SAMN03358717	28901.SAMN03358717.MXVG01000002:636161-651495	1	0	0	0	0	1	15334	0	0	ser_ce,Int_SXT
47878.SAMN05559686	47878.SAMN05559686.MDDQ01000025:429-659937	1	0	0	1	0	0	659508	0	0	Cyan,Phage_integrase,DDE_Tnp_1
28450.SAMN04208776	28450.SAMN04208776.LXCY01000107:43-62952	2	0	0	1	0	0	62909	0	0	DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_IS66
1313.SAMEA1024151	1313.SAMEA1024151.CKEH01000013:13321-40001	1	0	0	0	1	0	26680	0	1	Phage_integrase,Phage_integrase,huh_y1,Relaxase,Xer
1307.SAMEA3234087	1307.SAMEA3234087.CEGZ01000007:414-73853	1	0	0	0	1	0	73439	0	4	MobA_MobL,ser_lsr,Relaxase,ser_ce,ser_lsr,ser_lsr,ser_lsr
1185650.SAMEA1965955	1185650.SAMEA1965955.FSHC01000002:705197-741708	1	0	0	1	0	0	36511	0	0	TnpA,Phage_integrase
1185650.SAMEA1965955	1185650.SAMEA1965955.FSHC01000002:124777-214578	2	0	0	1	0	0	89801	0	0	Phage_integrase,TnpA,rve
1691903.SAMN05177220	1691903.SAMN05177220.LYRP01000022:163844-521840	2	0	1	0	0	0	357996	2	0	Transposase_20,rve,DDE_Tnp_1,rve_3
868160.SAMN00191001	868160.SAMN00191001.AIFV01000029:30-126552	4	0	1	0	0	0	126522	2	0	rve,rve_3,DDE_Tnp_IS1,DDE_Tnp_IS1,rve,DDE_3,DDE_Tnp_IS1,rve
1422178.SAMN02403728	1422178.SAMN02403728.KK098442:1-6685	1	0	0	1	0	0	6684	0	0	Phage_integrase,TnpA
1116187.SAMN00829505	1116187.SAMN00829505.AQAU01000177:334-102795	1	0	0	1	0	0	102461	0	0	Int_SXT,Phage_integrase,Phage_integrase,Transposase_31
1313.SAMEA1024691	1313.SAMEA1024691.CRDA01000005:59332-88017	1	0	0	0	1	0	28685	0	1	ser_lsr,Xer,Relaxase,DDE_Tnp_1
1280.SAMEA1466522	1280.SAMEA1466522.CFPI01000022:153-7871	1	0	0	0	0	1	7718	0	0	Rep_1,ser_ce
287.SAMN04128705	287.SAMN04128705.LLTO01000009:1-77885	4	0	0	0	1	0	77884	0	1	DDE_Tnp_IS66,rve,ser_ce,rve,Int_SXT
1128968.SAMN01088026	1128968.SAMN01088026.AMNT01000092:9134-33647	2	0	0	0	0	1	24513	19	0	ser_ce,DDE_Tnp_1
1343563.SAMN01768101	1343563.SAMN01768101.AUVO01000096:705-65736	4	0	0	1	0	0	65031	0	0	DDE_Tnp_1,Transposase_mut,Transposase_20,Phage_integrase,ser_ce
1280.SAMEA1464413	1280.SAMEA1464413.FFXU01000042:231-6575	1	0	0	1	0	0	6344	0	0	Phage_integrase,TnpA
749529.SAMN00189182	749529.SAMN00189182.GG774478:98507-194987	1	0	0	1	0	0	96480	0	0	Phage_integrase,Phage_integrase,Transposase_31
1566256.SAMN03159468	1566256.SAMN03159468.FONC01000002:444512-550833	1	0	0	1	0	0	106321	0	0	Phage_integrase,ser_ce,Xer
573.SAMEA2273660	573.SAMEA2273660.FLBB01000036:390-12485	1	0	0	1	0	0	12095	0	0	Phage_integrase,OrfB_IS605
1283.SAMEA1035057	1283.SAMEA1035057.CUEZ01000028:366-20393	2	0	0	0	0	1	20027	0	0	ser_ce,ser_ce,Rep_2,DDE_Tnp_1
562.SAMN04002658	562.SAMN04002658.LOGR01000121:1-40647	2	0	0	0	1	0	40646	0	7	Transposase_31,Int_SXT,rve
1736250.SAMN04151630	1736250.SAMN04151630.LMRM01000003:138061-166713	1	0	0	1	0	0	28652	0	0	Phage_integrase,Transposase_20
765699.SAMN05444006	765699.SAMN05444006.FNOB01000009:1-193848	2	0	0	1	0	0	193847	0	0	DDE_Tnp_1_5,Phage_integrase,DDE_Tnp_1
1280.SAMEA1464283	1280.SAMEA1464283.FGDN01000032:14-10198	1	0	0	0	1	0	10184	0	1	rve,Rep_1,Mob_Pre,Mob_Pre
1354.SAMN05735014	1354.SAMN05735014.MJDQ01000010:1-117757	6	0	0	0	1	0	117756	0	4	ser_ce,rve,ser_ce,ser_ce,Mob_Pre,ser_lsr,ser_ce,DDE_Tnp_Tn3,ser_ce,OrfB_IS605,huh_y1,DDE_Tnp_ISL3,DDE_Tnp_1_3
562.SAMN03177686	562.SAMN03177686.JUBT01000001:130-9609	2	0	0	0	0	1	9479	0	0	rve_3,DDE_Tnp_IS66,Int_SXT
1280.SAMEA48334168	1280.SAMEA48334168.FUHI01000012:479-20840	3	0	0	0	0	1	20361	0	0	ser_ce,Mob_Pre,Mob_Pre,rve,rve,ser_ce
1413472.SAMN02391299	1413472.SAMN02391299.KK223123:40859-49632	1	0	0	1	0	0	8773	0	0	Phage_integrase,TnpA
90370.SAMEA1572860	90370.SAMEA1572860.CJPJ01000001:83885-96366	1	0	0	1	0	0	12481	0	0	Transposase_mut,Phage_integrase
1438795.SAMN02581245	1438795.SAMN02581245.KK737631:1-56908	11	0	0	1	0	0	56907	0	0	DDE_Tnp_IS240,rve,DDE_Tnp_Tn3,ser_ce,DDE_Tnp_IS240,ser_ce,Transposase_20,DDE_Tnp_IS240,DDE_Tnp_Tn3,huh_y2,huh_y2,DDE_Tnp_IS240,DDE_Tnp_Tn3,DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_IS1
1212568.SAMN03276483	1212568.SAMN03276483.AMJV01000170:139-15205	1	0	0	1	0	0	15066	0	0	DDE_Tnp_IS1,Phage_integrase
931435.SAMN00627117	931435.SAMN00627117.AHVM01000008:245161-279374	1	0	1	0	0	0	34213	5	3	rve,DDE_Tnp_1
46170.SAMN03835488	46170.SAMN03835488.CP012018:1838832-1847286	1	0	0	1	0	0	8454	0	0	Phage_integrase,TnpA
46170.SAMN03835488	46170.SAMN03835488.CP012018:34423-104104	3	0	0	1	0	0	69681	0	0	ser_lsr,TnpA,DDE_Tnp_IS240,DDE_Tnp_IS240,Phage_integrase,ser_lsr
46170.SAMN03835488	46170.SAMN03835488.CP012018:450066-482634	3	0	0	0	1	0	32568	0	3	Int_Tn916,rve,Transposase_mut,Transposase_mut
46170.SAMN03835488	46170.SAMN03835488.CP012018:2819393-2838891	3	0	0	0	1	0	19498	0	3	rve,rve,ser_ce
46170.SAMN03835488	46170.SAMN03835488.CP012018:2168971-2222151	1	0	1	0	0	0	53180	7	0	Transposase_mut,Int_Tn916
1051349.SAMN01112590	1051349.SAMN01112590.AOEI01000101:3-1909	1	0	0	0	0	1	1906	0	0	DDE_Tnp_IS66,Int_SXT
1182734.SAMN00854686	1182734.SAMN00854686.KB732952:1-28760	2	0	0	0	0	1	28759	3	0	ser_ce,DDE_Tnp_IS1
1182734.SAMN00854686	1182734.SAMN00854686.KB732952:39912-86362	1	0	1	0	0	0	46450	5	0	DDE_Tnp_ISL3,rve
1249665.SAMN03097424	1249665.SAMN03097424.CP004382:1340824-1364037	1	0	0	0	0	1	23213	0	0	ser_ce,Int_SXT
992044.SAMN00778917	992044.SAMN00778917.AKOL01000006:1-9410	1	0	0	1	0	0	9409	0	0	huh_y1,Int_BPP-1
562.SAMN04490314	562.SAMN04490314.LSRK01000046:21-42130	1	0	1	0	0	0	42109	17	0	Phage_integrase,Phage_GPA,ser_ce
1280.SAMEA1904138	1280.SAMEA1904138.CIBA01000012:12352-64746	3	0	0	0	0	1	52394	0	0	ser_lsr,DDE_Tnp_1,DDE_Tnp_IS240,DDE_Tnp_IS240
149391.SAMN02699338	149391.SAMN02699338.JYZI01000004:1475-8674	1	0	0	1	0	0	7199	0	0	Phage_integrase,Transposase_mut
1311.SAMEA1031502	1311.SAMEA1031502.CPWB01000003:167714-183130	1	0	0	0	0	1	15416	0	0	Rep_2,Int_Tn916,rve
1379259.SAMN02471348	1379259.SAMN02471348.AUZV01000003:713-185469	1	0	0	0	0	1	184756	0	0	Int_SXT,Transposase_31
1280.SAMEA862625	1280.SAMEA862625.CTZJ01000008:25838-45467	1	0	0	0	1	0	19629	0	3	rve,ser_ce
1313.SAMEA1025898	1313.SAMEA1025898.CKVX01000008:1916-31704	1	0	0	0	0	1	29788	0	0	DDE_Tnp_1_6,Relaxase,ser_lsr
1185650.SAMEA2070549	1185650.SAMEA2070549.FSAG01000001:464481-471695	1	0	0	0	0	1	7214	0	0	Int_Tn916,ser_ce
869675.SAMN02436331	869675.SAMN02436331.AEZO02000017:235-119590	2	0	0	0	1	0	119355	0	15	DDE_Tnp_IS66,Phage_integrase,Phage_integrase,DDE_Tnp_Tn3,TrwC
1352.SAMN04270950	1352.SAMN04270950.LNME01000099:47-21578	1	0	0	0	1	0	21531	0	1	DDE_Tnp_ISL3,ser_lsr
656408.SAMN02595373	656408.SAMN02595373.GL884456:369912-380883	1	0	0	0	0	1	10971	0	0	Int_SXT,DDE_Tnp_IS1
656408.SAMN02595373	656408.SAMN02595373.GL884456:24934-51589	2	0	0	0	0	1	26655	0	0	Int_SXT,rve_2,rve
562.SAMN02801868	562.SAMN02801868.JSQP01000109:36306-76734	1	0	1	0	0	0	40428	14	0	ser_ce,rve
90371.SAMN02367617	90371.SAMN02367617.MXNL01000017:83875-92398	2	0	0	1	0	0	8523	0	0	Transposase_mut,Transposase_mut,Phage_integrase
1313.SAMEA2156104	1313.SAMEA2156104.FIEJ01000006:8267-64575	1	0	0	0	1	0	56308	0	2	huh_y1,Phage_integrase,Phage_integrase
550.SAMN03197605	550.SAMN03197605.JVIB01000051:397-112272	1	0	1	0	0	0	111875	16	0	ser_ce,rve
868142.SAMN00116899	868142.SAMN00116899.AIFD01000016:1-5749	2	0	0	1	0	0	5748	1	0	DDE_Tnp_IS66,DDE_Tnp_IS66,Phage_integrase
1446608.SAMN02353067	1446608.SAMN02353067.JHJY01000078:54-10989	2	0	0	1	0	0	10935	0	0	Transposase_mut,rve_2,Phage_integrase
562.SAMN05567360	562.SAMN05567360.MOZM01000018:188-41101	1	0	0	0	0	1	40913	1	0	rve,Int_SXT
1116000.SAMN00829299	1116000.SAMN00829299.AQFA01000026:50806-169062	1	0	1	0	0	0	118256	13	0	Int_P2,ser_ce
1049971.SAMN02436419	1049971.SAMN02436419.AHOM02000004:686728-976807	3	0	0	1	0	0	290079	0	0	rve,Phage_integrase,Phage_integrase,Tn7_Tnp_TnsA_N,DDE_Tnp_IS1595
1352.SAMN04270963	1352.SAMN04270963.LNMR01000048:1-29859	4	0	0	0	0	1	29858	0	0	Int_Tn916,DDE_Tnp_ISL3,DDE_Tnp_ISL3,DDE_Tnp_1_6,Transposase_mut
1313.SAMEA1028817	1313.SAMEA1028817.CMDR01000020:158-31893	1	0	1	0	0	0	31735	3	0	Int_Tn916,DDE_Tnp_1
46170.SAMN03793212	46170.SAMN03793212.LFVG01000003:208197-237366	2	0	0	0	0	1	29169	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
90370.SAMEA2160519	90370.SAMEA2160519.CJDQ01000013:30-74948	1	0	0	0	0	1	74918	6	20	Int_P2,Transposase_31
1834517.SAMN04851309	1834517.SAMN04851309.MAXA01000213:1897-50645	2	0	0	1	0	0	48748	0	0	OrfB_IS605,ser_tn,Phage_integrase
1280.SAMEA1317580	1280.SAMEA1317580.FGGL01000012:17172-24595	1	0	0	1	0	0	7423	0	0	TnpA,Phage_integrase
1444215.SAMN02680218	1444215.SAMN02680218.JHDK01000159:8-50229	1	0	0	1	0	0	50221	0	0	DDE_Tnp_IS66,Phage_integrase,Phage_integrase
364410.SAMN05878969	364410.SAMN05878969.CP018190:1289259-1316547	1	0	0	0	0	1	27288	0	0	Int_SXT,DDE_Tnp_1
364410.SAMN05878969	364410.SAMN05878969.CP018190:1179888-1201772	3	0	0	0	1	0	21884	0	4	DDE_Tnp_1_2,Transposase_20,rve
364410.SAMN05878969	364410.SAMN05878969.CP018190:1995425-2027453	8	0	0	0	0	1	32028	0	0	Transposase_mut,rve,DDE_Tnp_1,DDE_Tnp_1,rve,DDE_5,DDE_Tnp_1,rve_3,Int_SXT
1313.SAMEA1020071	1313.SAMEA1020071.CGAQ01000001:83266-180190	1	0	0	0	1	0	96924	0	6	Xer,Relaxase,ser_ce,DDE_Tnp_Tn3,Int_Tn916,Int_Tn916
666.SAMN03104879	666.SAMN03104879.JSTC01000006:95600-146347	1	0	0	0	0	1	50747	0	0	rve,Int_SXT
1173938.SAMN01823737	1173938.SAMN01823737.AOXM01000115:1-53543	1	0	0	0	0	1	53542	16	0	OrfB_IS605,ser_ce
1388585.SAMN02325709	1388585.SAMN02325709.KI982674:154456-160775	1	0	0	1	0	0	6319	0	0	Phage_integrase,TnpA
1418237.SAMN02402435	1418237.SAMN02402435.KK213259:1403263-1452151	3	0	0	1	0	0	48888	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve_3,Phage_integrase
1418237.SAMN02402435	1418237.SAMN02402435.KK213259:1664720-1791122	2	0	0	0	1	0	126402	0	21	Int_SXT,DDE_Tnp_1,DDE_Tnp_ISL3
1418237.SAMN02402435	1418237.SAMN02402435.KK213259:414139-458558	1	0	0	0	1	0	44419	0	11	Phage_integrase,DDE_Tnp_IS66
1185650.SAMEA2259701	1185650.SAMEA2259701.FVYJ01000011:328-111316	1	0	0	0	1	0	110988	0	2	TrwC,Tn7_Tnp_TnsA_N
98360.SAMN03894342	98360.SAMN03894342.LHMP01000005:224858-273121	1	0	1	0	0	0	48263	6	0	DDE_Tnp_IS66,Int_BPP-1
1391474.SAMN02333880	1391474.SAMN02333880.KI912970:1-92443	6	0	0	0	1	0	92442	0	8	DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,ser_ce,DDE_Tnp_IS240,Rep_1,Mob_Pre,DDE_Tnp_IS240,Mob_Pre,Rep_1
1444241.SAMN02680246	1444241.SAMN02680246.JORW01000025:1-67038	1	0	0	1	0	0	67037	1	0	Phage_integrase,rve_2,Int_SXT
46170.SAMEA3158466	46170.SAMEA3158466.CBZH010000077:199-9278	1	0	0	0	0	1	9079	0	0	DDE_Tnp_IS240,Rep_1,Rep_1
1281212.SAMN01885924	1281212.SAMN01885924.KE701968:275501-418550	4	0	1	0	0	0	143049	14	0	DDE_Tnp_IS1,Int_P2,ser_ce,DDE_Tnp_IS1,DDE_Tnp_IS1
1281212.SAMN01885924	1281212.SAMN01885924.KE701968:3106099-3159339	1	0	0	1	0	0	53240	0	0	DDE_Tnp_IS1,Phage_integrase
1281212.SAMN01885924	1281212.SAMN01885924.KE701968:2237062-2304530	1	0	1	0	0	0	67468	19	0	ser_ce,Phage_GPA,Phage_integrase
1281212.SAMN01885924	1281212.SAMN01885924.KE701968:1698089-1752566	2	0	1	0	0	0	54477	17	0	ser_ce,rve,DDE_Tnp_IS66,Int_BPP-1
1281212.SAMN01885924	1281212.SAMN01885924.KE701968:1381933-1429144	1	0	1	0	0	0	47211	7	0	Phage_integrase,ser_ce
1313.SAMEA2238758	1313.SAMEA2238758.FEFU01000005:108812-128082	1	0	0	1	0	0	19270	0	0	Phage_integrase,DDE_Tnp_1_4
611.SAMN03894373	611.SAMN03894373.LHNR01000018:1-37697	2	0	0	0	1	0	37696	0	9	Relaxase,ser_ce,rve_3
1388672.SAMN02325796	1388672.SAMN02325796.KI985626:301-16478	1	0	0	0	0	1	16177	0	0	ser_ce,Rep_1
1310684.SAMN02385035	1310684.SAMN02385035.JEYC01000116:329-8226	1	0	0	0	1	0	7897	0	1	MobA_MobL,rve
358743.SAMN05216568	358743.SAMN05216568.FOZH01000012:1-49445	1	0	0	1	0	0	49444	0	0	DDE_Tnp_IS66,Phage_integrase
90370.SAMEA1966168	90370.SAMEA1966168.CIOX01000007:146930-221849	1	0	0	0	0	1	74919	6	21	Transposase_31,Int_P2
1335420.SAMN02641623	1335420.SAMN02641623.JAOO01000062:3-4305	3	0	0	1	0	0	4302	0	0	Transposase_mut,Transposase_mut,Phage_integrase,Phage_integrase,Transposase_mut
1116056.SAMN00829363	1116056.SAMN00829363.APYK01000179:2625-30157	1	0	0	0	1	0	27532	0	1	IntKX,DDE_Tnp_IS1
1422746.SAMN02404329	1422746.SAMN02404329.JIFZ01000001:16385-35747	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
1283.SAMEA1035134	1283.SAMEA1035134.CUHH01000008:118-23994	1	0	0	0	0	1	23876	0	0	rve,ser_lsr
754081.SAMN00016456	754081.SAMN00016456.AFEX01000034:335703-381947	2	0	0	0	0	1	46244	0	0	Int_SXT,DDE_Tnp_IS66,DDE_Tnp_IS66
1280.SAMEA1708872	1280.SAMEA1708872.CSSL01000011:12331-46313	2	0	0	0	0	1	33982	0	0	ser_lsr,DDE_Tnp_1,DDE_Tnp_IS240
571.SAMEA2273687	571.SAMEA2273687.FKYT01000013:127516-167938	1	0	1	0	0	0	40422	6	0	Phage_integrase,DDE_Tnp_IS66
1138925.SAMN00779840	1138925.SAMN00779840.KB029996:55-178609	18	0	0	0	1	0	178554	0	3	Phage_integrase,Phage_integrase,DDE_Tnp_IS240,DDE_Tnp_1_4,ser_ce,ser_ce,DDE_Tnp_IS240,Transposase_mut,rve,Phage_integrase,Transposase_mut,Transposase_mut,rve,DDE_Tnp_IS240,Transposase_mut,Transposase_mut,DDE_Tnp_IS240,rve,rve,DDE_Tnp_ISL3,DDE_Tnp_1,Transposase_mut
1454589.SAMN02716851	1454589.SAMN02716851.CP014664:1187745-1236415	1	0	1	0	0	0	48670	18	0	ser_ce,Phage_integrase,Phage_GPA,ser_ce
1454589.SAMN02716851	1454589.SAMN02716851.CP014664:2060714-2077201	1	0	1	0	0	0	16487	2	0	Phage_integrase,Phage_integrase,Transposase_mut
1454589.SAMN02716851	1454589.SAMN02716851.CP014664:783258-835226	1	0	0	0	1	0	51968	0	9	huh_y1,Int_SXT
882081.SAMN02261398	882081.SAMN02261398.CM001466:445551-587599	1	0	0	0	1	0	142048	0	1	ser_ce,DDE_Tnp_Tn3,DDE_Tnp_Tn3,DDE_Tnp_Tn3,Phage_integrase
90370.SAMEA2067632	90370.SAMEA2067632.CISI01000006:40-74930	1	0	0	0	0	1	74890	6	20	Int_P2,Transposase_31
562.SAMN05190012	562.SAMN05190012.CP015995:39812-72224	1	0	0	0	0	1	32412	0	0	rve_3,Int_SXT
562.SAMN05190012	562.SAMN05190012.CP015995:3667121-3816431	3	0	1	0	0	0	149310	14	0	Phage_integrase,Int_P2,DDE_Tnp_IS1,DDE_Tnp_IS1,ser_ce,Int_P2,rve
562.SAMN05190012	562.SAMN05190012.CP015995:4130669-4284183	9	0	0	1	0	0	153514	0	0	Transposase_31,Phage_integrase,Phage_integrase,rve,DDE_Tnp_IS66,DDE_Tnp_1,DDE_Tnp_IS1,DDE_Tnp_IS1,rve,rve,rve,Int_SXT
562.SAMN05190012	562.SAMN05190012.CP015995:4399625-4503550	7	0	0	0	0	1	103925	0	0	Int_SXT,rve_3,DDE_Tnp_1,rve,rve,DDE_Tnp_1,DDE_Tnp_ISL3,DDE_Tnp_IS1
562.SAMN05190012	562.SAMN05190012.CP015995:2383658-2429278	1	0	1	0	0	0	45620	12	0	ser_ce,rve,rve,Int_BPP-1
562.SAMN05190012	562.SAMN05190012.CP015995:1872186-1916732	3	0	1	0	0	0	44546	2	0	Transposase_20,rve,DDE_Tnp_IS66,DDE_Tnp_ISL3,rve,rve,rve
562.SAMN05190012	562.SAMN05190012.CP015995:1134289-1160690	4	0	0	0	0	1	26401	0	0	rve,rve,rve,rve,Int_SXT
1313.SAMEA1022858	1313.SAMEA1022858.CMVM01000018:147-43409	1	0	0	0	1	0	43262	0	1	DDE_3,Phage_integrase,Relaxase
1313.SAMEA2154429	1313.SAMEA2154429.FIEU01000007:13580-69888	1	0	0	0	1	0	56308	0	2	Phage_integrase,Phage_integrase,huh_y1
1391475.SAMN02333881	1391475.SAMN02333881.KI912975:153750-272906	7	0	0	0	0	1	119156	0	0	Int_Tn916,rve,ser_ce,DDE_Tnp_Tn3,ser_ce,rve,rve,Transposase_mut,DDE_3,rve
562.SAMN05655970	562.SAMN05655970.NADY01000028:1-50228	2	0	0	0	1	0	50227	0	18	Int_P2,Relaxase,DDE_Tnp_IS66,Transposase_31
1169193.SAMN02440452	1169193.SAMN02440452.KB904827:602-47648	1	0	0	1	0	0	47046	0	0	Phage_integrase,DDE_Tnp_1
48296.SAMN04621895	48296.SAMN04621895.LWHP01000002:1-115807	14	0	0	0	0	1	115806	0	0	DDE_Tnp_IS240,DDE_Tnp_1_5,Transposase_mut,rve,rve,Transposase_mut,DDE_Tnp_IS240,DDE_Tnp_IS1,Int_SXT,DDE_Tnp_1_5,DDE_Tnp_1_5,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_1_5
1391497.SAMN02333903	1391497.SAMN02333903.KI913097:1-24723	5	0	0	0	1	0	24722	0	3	DDE_Tnp_IS240,DDE_Tnp_IS240,Rep_1,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,Rep_1,Mob_Pre
1280.SAMEA1324523	1280.SAMEA1324523.CSGO01000019:169-7885	1	0	0	0	0	1	7716	0	0	Rep_1,ser_ce
294.SAMN04028675	294.SAMN04028675.LJXB01000076:365-161965	11	0	0	1	0	0	161600	0	0	Transposase_20,Transposase_20,DDE_Tnp_1,DDE_Tnp_1,DDE_3,rve,Phage_integrase,DEDD_Tnp_IS110,rve,rve_3,rve,TnpR,Cyan
1280.SAMEA1464672	1280.SAMEA1464672.FGMX01000011:55867-89889	2	0	0	0	0	1	34022	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
1313.SAMEA1028785	1313.SAMEA1028785.CLKP01000024:13491-31429	1	0	0	0	1	0	17938	0	1	Phage_integrase,Phage_integrase,Relaxase,DDE_Tnp_1,Xer
1283.SAMEA1035078	1283.SAMEA1035078.CUGJ01000032:119-25663	2	0	0	0	1	0	25544	0	1	ser_ce,rve,ser_ce,Rep_1,Mob_Pre
1313.SAMEA4025132	1313.SAMEA4025132.FLNE01000002:125-12098	1	0	0	1	0	0	11973	0	0	DDE_3,Phage_integrase
28901.SAMN03358270	28901.SAMN03358270.MYQY01000024:44-55646	5	0	0	0	1	0	55602	0	4	Phage_integrase,huh_y1,DDE_3,rve,ser_ce,Transposase_31
573.SAMN03280224	573.SAMN03280224.KQ088042:1-65109	11	0	0	1	0	0	65108	1	0	Phage_integrase,DDE_Tnp_IS66,rve,rve,rve,DDE_Tnp_1,rve,DDE_Tnp_Tn3,TnpR,ser_ce,huh_y2,Transposase_20,DDE_Tnp_Tn3,DDE_Tnp_IS240
1704289.SAMN04002530	1704289.SAMN04002530.LITM01000007:117879-188198	1	0	0	1	0	0	70319	0	0	ser_ce,Phage_integrase,ser_ce
1418413.SAMN02402626	1418413.SAMN02402626.JGHQ01000007:1-39840	3	0	0	0	0	1	39839	0	0	DDE_Tnp_1,ser_lsr,rve,rve
562.SAMN04334719	562.SAMN04334719.LOOA01000033:1-47254	1	0	1	0	0	0	47253	11	0	huh_y1,Phage_integrase
90370.SAMEA2153423	90370.SAMEA2153423.CGMR01000001:392682-405163	1	0	0	1	0	0	12481	0	0	Phage_integrase,Transposase_mut
446.SAMEA2077761	446.SAMEA2077761.FJJG01000004:719-150281	4	0	0	0	1	0	149562	0	14	DDE_Tnp_Tn3,ser_ce,Phage_integrase,TrwC,ser_ce,huh_y2,huh_y2,rve_2
1206771.SAMN02471123	1206771.SAMN02471123.ALAG01000025:236-21170	2	0	0	0	1	0	20934	0	1	MobA_MobL,ser_ce,DDE_Tnp_IS240,ser_ce
28450.SAMEA807049	28450.SAMEA807049.CSOU01000017:142699-155093	1	0	0	0	0	1	12394	0	0	ser_ce,Int_SXT
1590.SAMN04528996	1590.SAMN04528996.LUXM01000007:1433-41032	8	0	0	0	1	0	39599	0	1	ser_ce,DDE_Tnp_1,DDE_Tnp_1_6,DDE_Tnp_IS240,ser_ce,DDE_Tnp_1,DDE_Tnp_ISL3,MobA_MobL,Transposase_mut,Transposase_mut
573.SAMEA3304686	573.SAMEA3304686.FWHE01000008:326819-356622	2	0	0	0	1	0	29803	0	1	Int_SXT,rve_3,Transposase_mut
85698.SAMN05806604	85698.SAMN05806604.MJMN01000046:620-150318	4	0	0	0	1	0	149698	0	27	DDE_Tnp_1,Int_SXT,DDE_Tnp_Tn3,rve_3,rve,Int_SXT
562.SAMN04002649	562.SAMN04002649.LOGJ01000022:119-143091	4	0	0	0	0	1	142972	0	0	rve,rve,rve_3,DDE_Tnp_IS66,Int_SXT
1450439.SAMN02951417	1450439.SAMN02951417.JANI01000047:27695-37727	1	0	0	0	0	1	10032	0	0	ser_ce,Int_CTnDOT
1169288.SAMN00847604	1169288.SAMN00847604.KB944614:77-133301	4	0	0	0	1	0	133224	0	4	Relaxase,Transposase_20,ser_ce,rve,DDE_Tnp_Tn3,DDE_Tnp_Tn3,DDE_Tnp_Tn3,rve,ser_ce,ser_ce
562.SAMN04449833	562.SAMN04449833.LRXN01000019:61954-85469	1	0	0	0	0	1	23515	0	0	Int_P2,ser_ce
1247.SAMN04297108	1247.SAMN04297108.MLOQ01000017:1-35086	4	0	0	0	1	0	35085	0	3	DDE_Tnp_1,DDE_Tnp_IS240,ser_ce,MobA_MobL,DDE_Tnp_1
1307.SAMEA3234098	1307.SAMEA3234098.CEGU01000066:100-2878	1	0	0	1	0	0	2778	0	0	rve,Phage_integrase
1280.SAMEA734678	1280.SAMEA734678.CTSF01000007:65538-99480	2	0	0	0	0	1	33942	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
287.SAMEA2357525	287.SAMEA2357525.FRQE01000024:101-128526	2	0	0	0	1	0	128425	0	32	DDE_Tnp_1,rve_3,Phage_integrase
1463836.SAMN02645458	1463836.SAMN02645458.JOGP01000020:160021-246896	1	0	0	0	1	0	86875	0	1	Int_Tn916,Relaxase,Transposase_mut
1409766.SAMN02383551	1409766.SAMN02383551.KI966322:36361-79236	2	0	0	0	0	1	42875	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
1136218.SAMN02472117	1136218.SAMN02472117.JH648166:24-33779	2	0	0	0	0	1	33755	0	0	DDE_Tnp_IS66,Transposase_mut,Int_SXT
1136218.SAMN02472117	1136218.SAMN02472117.JH648166:363032-386203	1	0	0	0	0	1	23171	0	0	rve,Int_SXT
1444136.SAMN02687518	1444136.SAMN02687518.JNPY01000084:142-18736	3	0	0	1	0	0	18594	0	0	DDE_Tnp_IS1,Phage_integrase,OrfB_IS605,DDE_Tnp_IS1
670.SAMN05935527	670.SAMN05935527.MOSA01000004:76924-95387	1	0	0	1	0	0	18463	0	0	ser_ce,Phage_integrase,Int_SXT
573.SAMN03280237	573.SAMN03280237.KQ088141:1908129-1925561	2	0	0	0	1	0	17432	0	2	DDE_Tnp_IS240,ser_ce,DDE_Tnp_Tn3
573.SAMN03280237	573.SAMN03280237.KQ088141:1488853-1575190	4	0	1	0	0	0	86337	4	0	Phage_integrase,DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_IS240,DDE_Tnp_IS240,ser_ce
573.SAMN03280237	573.SAMN03280237.KQ088141:1027622-1070260	1	0	1	0	0	0	42638	18	0	Phage_integrase,DDE_Tnp_IS1,Phage_GPA
529.SAMN02644454	529.SAMN02644454.KK073940:239-152248	1	0	0	0	1	0	152009	1	11	DDE_Tnp_IS240,MobA_MobL
