specI	genomeID	kingdom	phylum	class	order	family	genus	species	assembly_status	Marker_lineage	checkM_completness	checkM_contamination
specI_v3_Cluster798	1005058.SAMN02604222	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium_anatis	Complete	c__Gammaproteobacteria_(UID4387)	100	0
specI_v3_Cluster99	1005394.SAMN03264942	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella_enterica	Complete	f__Enterobacteriaceae_(UID5139)	99.85	1.26
specI_v3_Cluster99	1005394.SAMN03264944	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella_enterica	Complete	f__Enterobacteriaceae_(UID5139)	100	0.18
specI_v3_Cluster99	1005394.SAMN03264945	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella_enterica	Complete	f__Enterobacteriaceae_(UID5139)	100	0.04
specI_v3_Cluster173	1005395.SAMN02472262	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_putida	Complete	o__Pseudomonadales_(UID4488)	99.96	0.46
specI_v3_Cluster95	1005410.SAMN01041346	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005416.SAMN01041349	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005420.SAMN01041350	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.53	1.51
specI_v3_Cluster95	1005422.SAMN01041354	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005423.SAMN01728944	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005424.SAMN01041355	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005430.SAMN01112507	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005431.SAMN01112696	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005432.SAMN01112697	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.91	0.04
specI_v3_Cluster95	1005433.SAMN01112588	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005434.SAMN01112587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005435.SAMN01728942	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.87	0.33
specI_v3_Cluster95	1005437.SAMN01112509	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.38
specI_v3_Cluster95	1005438.SAMN01112589	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.27	0.58
specI_v3_Cluster95	1005439.SAMN01728943	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005440.SAMN01112508	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.83	0.33
specI_v3_Cluster95	1005442.SAMN00808719	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5162)	99.32	0.1
specI_v3_Cluster95	1005462.SAMN01036886	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.52
specI_v3_Cluster95	1005463.SAMN01036880	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.43
specI_v3_Cluster95	1005464.SAMN01036879	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.52
specI_v3_Cluster95	1005469.SAMN01036883	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005483.SAMN00794598	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.41
specI_v3_Cluster95	1005487.SAMN01112701	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.87	0.33
specI_v3_Cluster95	1005491.SAMN00794600	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005492.SAMN01112512	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.87	0.33
specI_v3_Cluster95	1005497.SAMN02435925	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005508.SAMN00760005	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005512.SAMN01112702	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.89	0.04
specI_v3_Cluster95	1005513.SAMN01112511	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.38
specI_v3_Cluster95	1005515.SAMN02435920	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005517.SAMN02435921	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005518.SAMN02435981	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.67	0.33
specI_v3_Cluster95	1005520.SAMN02435927	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005522.SAMN02435953	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.33
specI_v3_Cluster95	1005535.SAMN02435976	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005536.SAMN02435977	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.87	0.33
specI_v3_Cluster95	1005562.SAMN00794593	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005563.SAMN00806481	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005564.SAMN00794596	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster95	1005565.SAMN00794590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5162)	99.62	0.16
specI_v3_Cluster95	1005566.SAMN00808699	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5124)	99.97	0.04
specI_v3_Cluster64	1005665.SAMN04487791	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia_oryzendophytica	Complete	f__Enterobacteriaceae_(UID5121)	98.94	1.19
specI_v3_Cluster65	1005667.SAMN04487790	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia_oryziphila	Complete	f__Enterobacteriaceae_(UID5121)	98.75	0.39
specI_v3_Cluster800	1005703.SAMN00621711	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_sp._CC003-HC2	Complete	o__Actinomycetales_(UID1530)	100	0
specI_v3_Cluster288	1005704.SAMN00621703	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	Complete	g__Streptococcus_(UID576)	99.3	0.2
specI_v3_Cluster316	1005706.SAMN00621724	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_dysgalactiae	Complete	f__Streptococcaceae_(UID545)	100	0
specI_v3_Cluster807	1005941.SAMN02470529	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus_halocryophilus	Complete	c__Bacilli_(UID259)	99.01	0.66
specI_v3_Cluster82	1005994.SAMN02743388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Trabulsiella	Trabulsiella_guamensis	Complete	f__Enterobacteriaceae_(UID5103)	99.9	0.5
specI_v3_Cluster811	1005995.SAMN02199042	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	Complete	f__Enterobacteriaceae_(UID5054)	95.87	0.46
specI_v3_Cluster811	1005995.SAMN02743387	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	Complete	f__Enterobacteriaceae_(UID5054)	95.77	0.46
specI_v3_Cluster87	1005996.SAMN02743268	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella_planticola	Complete	f__Enterobacteriaceae_(UID5121)	99.92	2.16
specI_v3_Cluster813	1005999.SAMN02440792	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella_grimontii	Complete	c__Gammaproteobacteria_(UID4387)	100	0
specI_v3_Cluster813	1005999.SAMN02743266	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella_grimontii	Complete	c__Gammaproteobacteria_(UID4387)	100	0
specI_v3_Cluster96	1006003.SAMN02469678	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_freundii	Complete	f__Enterobacteriaceae_(UID5124)	99.9	1.44
specI_v3_Cluster96	1006003.SAMN02742758	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_freundii	Complete	f__Enterobacteriaceae_(UID5124)	99.73	0.61
specI_v3_Cluster817	1006007.SAMN02603461	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_megaterium	Complete	o__Bacillales_(UID828)	98.04	0.07
specI_v3_Cluster340	1006543.SAMN02603905	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	Complete	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster86	1006551.SAMN02603580	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_michiganensis	Complete	f__Enterobacteriaceae_(UID5121)	100	0.22
specI_v3_Cluster820	1006554.SAMD00010881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_pasteurianus	Complete	o__Rhodospirillales_(UID3754)	100	0
specI_v3_Cluster824	1006579.SAMN03099770	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_ulcerans	Complete	o__Actinomycetales_(UID1812)	99.56	0
specI_v3_Cluster825	1006581.SAMN02641558	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_gallisepticum	Complete	c__Mollicutes_(UID2395)	99.25	0
specI_v3_Cluster832	1006598.SAMN02440958	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia_plymuthica	Complete	f__Enterobacteriaceae_(UID5066)	100	0
specI_v3_Cluster796	1007064.SAMN02603319	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis	Complete	o__Lactobacillales_(UID544)	99.62	0
specI_v3_Cluster842	1007103.SAMN02470015	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_elgii	Complete	f__Paenibacillaceae_(UID971)	98.12	0.66
specI_v3_Cluster22	1007104.SAMN02469909	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp._S17	Complete	o__Sphingomonadales_(UID3310)	99.66	0.11
specI_v3_Cluster845	1007114.SAMN02440972	Bacteria	Proteobacteria	Gammaproteobacteria	NA_Gammaproteobacteria_order_incertae_sedis	NA_Gammaproteobacteria_fam._incertae_sedis	NA_Gammaproteobacteria_gen._incertae_sedis	gamma_proteobacterium_SCGC_AAA076-D02	Complete	p__Proteobacteria_(UID3880)	94.04	0.66
specI_v3_Cluster845	1007117.SAMN02440974	Bacteria	Proteobacteria	Gammaproteobacteria	NA_Gammaproteobacteria_order_incertae_sedis	NA_Gammaproteobacteria_fam._incertae_sedis	NA_Gammaproteobacteria_gen._incertae_sedis	gamma_proteobacterium_SCGC_AAA076-F14	Complete	p__Proteobacteria_(UID3880)	95.49	0
specI_v3_Cluster848	1007123.SAMN02440392	Bacteria	Candidatus_Marinimicrobia	NA_Candidatus_Marinimicrobia_class_incertae_sedis	NA_Candidatus_Marinimicrobia_order_incertae_sedis	NA_Candidatus_Marinimicrobia_fam._incertae_sedis	NA_Candidatus_Marinimicrobia_gen._incertae_sedis	Marinimicrobia_bacterium_SCGC_AAA160-I06	Complete	k__Bacteria_(UID2495)	91.21	0.55
specI_v3_Cluster281	1007654.SAMN02470110	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp._916	Complete	g__Bacillus_(UID865)	99.63	0.02
specI_v3_Cluster137	1007656.SAMEA3138418	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	Complete	f__Pseudomonadaceae_(UID4490)	99.47	1.12
specI_v3_Cluster850	1007870.SAMN02603708	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_trachomatis	Complete	o__Chlamydiales_(UID2994)	98.92	0
specI_v3_Cluster850	1007871.SAMN02603707	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_trachomatis	Complete	o__Chlamydiales_(UID2994)	98.92	0
specI_v3_Cluster99	1008297.SAMN02604223	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella_enterica	Complete	f__Enterobacteriaceae_(UID5139)	100	0.33
specI_v3_Cluster283	1008452.SAMN00621702	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Complete	g__Streptococcus_(UID576)	99.82	0.6
specI_v3_Cluster282	1008453.SAMN00621705	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Complete	g__Streptococcus_(UID576)	99.82	0.2
specI_v3_Cluster346	1008454.SAMN04304556	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_epidermidis	Complete	g__Staphylococcus_(UID294)	98.87	0.22
specI_v3_Cluster851	1008459.SAMN02602982	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella_asinigenitalis	Complete	c__Betaproteobacteria_(UID3959)	99.48	0
specI_v3_Cluster863	100901.SAMEA2272360	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia_endosymbiont_of_Onchocerca_ochengi	Complete	o__Rickettsiales_(UID3811)	94.76	0
specI_v3_Cluster865	1009464.SAMN00100736	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella_vaginalis	Complete	f__Bifidobacteriaceae_(UID1458)	100	0
specI_v3_Cluster201	1009714.SAMN02596970	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_aeruginosa	Complete	o__Pseudomonadales_(UID4488)	99.66	0.11
specI_v3_Cluster871	1009846.SAMN02604072	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_cepacia	Complete	g__Burkholderia_(UID4006)	100	0.6
specI_v3_Cluster882	1009852.SAMN02470044	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_testosteroni	Complete	f__Comamonadaceae_(UID4119)	99.78	0.46
specI_v3_Cluster883	1009856.SAMN02641629	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera_aphidicola	Complete	k__Bacteria_(UID2495)	100	0
specI_v3_Cluster883	1009857.SAMN02641630	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera_aphidicola	Complete	k__Bacteria_(UID2495)	100	0
specI_v3_Cluster883	1009858.SAMN02641631	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera_aphidicola	Complete	k__Bacteria_(UID2495)	100	0
specI_v3_Cluster883	1009859.SAMN02641632	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera_aphidicola	Complete	k__Bacteria_(UID2495)	100	0
specI_v3_Cluster95	1010817.SAMN00623092	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5162)	99.62	0.14
specI_v3_Cluster884	1010834.SAMN03081429	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_tuberculosis	Complete	g__Mycobacterium_(UID1816)	99.58	0
specI_v3_Cluster884	1010835.SAMN03081430	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_tuberculosis	Complete	g__Mycobacterium_(UID1816)	99.58	0
specI_v3_Cluster884	1010836.SAMN03081431	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_tuberculosis	Complete	g__Mycobacterium_(UID1816)	99.58	0
specI_v3_Cluster885	1010838.SAMN02470597	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_avium	Complete	g__Mycobacterium_(UID1816)	99.53	0.39
specI_v3_Cluster315	1010840.SAMN02603945	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pyogenes	Complete	g__Streptococcus_(UID722)	99.85	0.08
specI_v3_Cluster886	101510.SAMN02604146	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus_jostii	Complete	o__Actinomycetales_(UID1815)	99.94	0.56
specI_v3_Cluster235	101564.SAMN04196538	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_alcaliphila	Complete	o__Pseudomonadales_(UID4488)	99.51	0.33
specI_v3_Cluster235	101564.SAMN05216575	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_alcaliphila	Complete	o__Pseudomonadales_(UID4488)	99.84	0.43
specI_v3_Cluster873	101571.SAMN03449138	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	Complete	g__Burkholderia_(UID4006)	100	1.41
specI_v3_Cluster873	101571.SAMN03449139	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	Complete	g__Burkholderia_(UID4006)	100	3.83
specI_v3_Cluster873	101571.SAMN03449140	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	Complete	g__Burkholderia_(UID4006)	100	1.41
specI_v3_Cluster873	101571.SAMN03449141	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	Complete	g__Burkholderia_(UID4006)	100	1.41
specI_v3_Cluster873	101571.SAMN03449143	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	Complete	g__Burkholderia_(UID4006)	100	1.41
specI_v3_Cluster873	101571.SAMN03449145	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	Complete	g__Burkholderia_(UID4006)	100	1.41
